timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764253557135,294,Cats Page,200,,Thread Group 1 1-86,text,true,,4265,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,294,0,0
1764253556591,972,Home,200,,Thread Group 1 1-88,text,true,,5664,148,5,5,https://petstore.octoperf.com/actions/Catalog.action,972,0,743
1764253557416,225,Fish Page,200,,Thread Group 1 1-87,text,true,,4619,178,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,225,0,0
1764253557370,272,Birds Page,200,,Thread Group 1 1-85,text,true,,4269,179,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,271,0,0
1764253557429,282,Birds Page,200,,Thread Group 1 1-86,text,true,,4269,179,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,282,0,0
1764253557564,250,Fish Page,200,,Thread Group 1 1-88,text,true,,4619,178,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,250,0,0
1764253557322,501,Dog page,200,,Thread Group 1 1-84,text,true,,4991,178,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,246,0,0
1764253557642,226,Dog page,200,,Thread Group 1 1-87,text,true,,4991,178,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,225,0,0
1764253557642,256,SignIn page,200,,Thread Group 1 1-85,text,true,,4652,160,6,6,https://petstore.octoperf.com/actions/Account.action?signonForm=,256,0,0
1764253557711,277,SignIn page,200,,Thread Group 1 1-86,text,true,,4652,160,6,6,https://petstore.octoperf.com/actions/Account.action?signonForm=,277,0,0
1764253557815,250,Dog page,200,,Thread Group 1 1-88,text,true,,4991,178,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,250,0,0
1764253557868,242,Reptiles Page,200,,Thread Group 1 1-87,text,true,,4271,182,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,241,0,0
1764253557900,224,SignUp Page,200,,Thread Group 1 1-85,text,true,,6573,164,6,6,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,223,0,0
1764253557990,250,SignUp Page,200,,Thread Group 1 1-86,text,true,,6573,164,6,6,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,250,0,0
1764253558066,254,Reptiles Page,200,,Thread Group 1 1-88,text,true,,4271,182,6,6,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,254,0,0
1764253558124,217,Cart Page,200,,Thread Group 1 1-85,text,true,,4797,155,6,6,https://petstore.octoperf.com/actions/Cart.action?viewCart=,216,0,0
1764253557824,525,Reptiles Page,200,,Thread Group 1 1-84,text,true,,4271,182,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,265,0,0
1764253558110,269,Cats Page,200,,Thread Group 1 1-87,text,true,,4265,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,269,0,0
1764253557588,907,Home,200,,Thread Group 1 1-89,text,true,,5664,148,5,5,https://petstore.octoperf.com/actions/Catalog.action,906,0,690
1764253558240,263,Cart Page,200,,Thread Group 1 1-86,text,true,,4797,155,5,5,https://petstore.octoperf.com/actions/Cart.action?viewCart=,263,0,0
1764253558321,253,Cats Page,200,,Thread Group 1 1-88,text,true,,4265,178,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,253,0,0
1764253558349,266,Cats Page,200,,Thread Group 1 1-84,text,true,,4265,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,266,0,0
1764253558380,278,Birds Page,200,,Thread Group 1 1-87,text,true,,4269,179,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,277,0,0
1764253558495,239,Fish Page,200,,Thread Group 1 1-89,text,true,,4619,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,239,0,0
1764253558575,247,Birds Page,200,,Thread Group 1 1-88,text,true,,4269,179,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,247,0,0
1764253558616,257,Birds Page,200,,Thread Group 1 1-84,text,true,,4269,179,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,257,0,0
1764253558658,270,SignIn page,200,,Thread Group 1 1-87,text,true,,4654,160,5,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,270,0,0
1764253558734,249,Dog page,200,,Thread Group 1 1-89,text,true,,4991,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,249,0,0
1764253558822,254,SignIn page,200,,Thread Group 1 1-88,text,true,,4654,160,5,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,254,0,0
1764253558874,252,SignIn page,200,,Thread Group 1 1-84,text,true,,4654,160,5,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,252,0,0
1764253558928,272,SignUp Page,200,,Thread Group 1 1-87,text,true,,6575,164,5,5,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,271,0,0
1764253559077,256,SignUp Page,200,,Thread Group 1 1-88,text,true,,6573,164,5,5,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,256,0,0
1764253559333,256,Cart Page,200,,Thread Group 1 1-88,text,true,,4797,155,6,6,https://petstore.octoperf.com/actions/Cart.action?viewCart=,256,0,0
1764253558984,1597,Reptiles Page,200,,Thread Group 1 1-89,text,true,,4271,182,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1329,0,0
1764253558589,1993,Home,200,,Thread Group 1 1-90,text,true,,5664,148,5,5,https://petstore.octoperf.com/actions/Catalog.action,1992,0,1711
1764253559586,1199,Home,200,,Thread Group 1 1-91,text,true,,5664,148,6,6,https://petstore.octoperf.com/actions/Catalog.action,1199,0,914
1764253559126,1667,SignUp Page,200,,Thread Group 1 1-84,text,true,,6573,164,6,6,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,1394,0,0
1764253559200,1624,Cart Page,200,,Thread Group 1 1-87,text,true,,4797,155,6,6,https://petstore.octoperf.com/actions/Cart.action?viewCart=,1347,0,0
1764253560587,255,Cats Page,200,,Thread Group 1 1-89,text,true,,4265,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,255,0,0
1764253560583,279,Fish Page,200,,Thread Group 1 1-90,text,true,,4619,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,279,0,0
1764253560787,285,Fish Page,200,,Thread Group 1 1-91,text,true,,4619,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,283,0,0
1764253560842,255,Birds Page,200,,Thread Group 1 1-89,text,true,,4269,179,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,255,0,0
1764253560862,284,Dog page,200,,Thread Group 1 1-90,text,true,,4991,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,283,0,0
1764253560794,557,Cart Page,200,,Thread Group 1 1-84,text,true,,4797,155,5,5,https://petstore.octoperf.com/actions/Cart.action?viewCart=,279,0,0
1764253561097,255,SignIn page,200,,Thread Group 1 1-89,text,true,,4656,160,5,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,254,0,0
1764253561072,287,Dog page,200,,Thread Group 1 1-91,text,true,,4991,178,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,287,0,0
1764253561146,272,Reptiles Page,200,,Thread Group 1 1-90,text,true,,4271,182,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,272,0,0
1764253561352,251,SignUp Page,200,,Thread Group 1 1-89,text,true,,6571,164,5,5,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,251,0,0
1764253561359,299,Reptiles Page,200,,Thread Group 1 1-91,text,true,,4271,182,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,298,0,0
1764253561419,265,Cats Page,200,,Thread Group 1 1-90,text,true,,4265,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,265,0,0
1764253560588,1143,Home,200,,Thread Group 1 1-92,text,true,,5664,148,5,5,https://petstore.octoperf.com/actions/Catalog.action,1143,0,852
1764253561604,259,Cart Page,200,,Thread Group 1 1-89,text,true,,4797,155,5,5,https://petstore.octoperf.com/actions/Cart.action?viewCart=,259,0,0
1764253561658,290,Cats Page,200,,Thread Group 1 1-91,text,true,,4265,178,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,290,0,0
1764253561684,283,Birds Page,200,,Thread Group 1 1-90,text,true,,4269,179,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,283,0,0
1764253561732,286,Fish Page,200,,Thread Group 1 1-92,text,true,,4619,178,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,286,0,0
1764253561967,282,SignIn page,200,,Thread Group 1 1-90,text,true,,4654,160,4,4,https://petstore.octoperf.com/actions/Account.action?signonForm=,281,0,0
1764253561949,303,Birds Page,200,,Thread Group 1 1-91,text,true,,4269,179,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,303,0,0
1764253562018,292,Dog page,200,,Thread Group 1 1-92,text,true,,4991,178,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,292,0,0
1764253562249,294,SignUp Page,200,,Thread Group 1 1-90,text,true,,6575,164,4,4,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,294,0,0
1764253562252,309,SignIn page,200,,Thread Group 1 1-91,text,true,,4656,160,4,4,https://petstore.octoperf.com/actions/Account.action?signonForm=,309,0,0
1764253562310,289,Reptiles Page,200,,Thread Group 1 1-92,text,true,,4271,182,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,288,0,0
